analysis,quantile,outcome,outcome_label,pathway,pathway_label,beta_log_rate,percent_difference_per_1sd,ci_low_percent,ci_high_percent,p_value,n_countries
longterm_country_quantile_regression,0.75,u5,Under-5,wetness_context,Wetness context,-0.0790892514940849,-7.60425438185014,-15.777699034248238,1.3623910822068597,0.09376677686425954,203
longterm_country_quantile_regression,0.9,u5,Under-5,household_disadvantage,Household disadvantage,0.16344990843644427,17.756636756950115,-17.252305880753582,67.57718324241542,0.36202097969361374,203
longterm_country_quantile_regression,0.9,u5,Under-5,ambient_pollution,Ambient pollution,0.01996579019739902,2.0166439737269615,-7.504676506515329,12.518073936951568,0.6881957932061101,203
longterm_country_quantile_regression,0.9,u5,Under-5,thermal_context,Thermal context,0.18124393422708873,19.870754943178405,8.470357318362588,32.469351497333456,0.0004390942748528936,203
longterm_country_quantile_regression,0.9,u5,Under-5,wetness_context,Wetness context,-0.13426536668385702,-12.564199167048029,-19.47518936088314,-5.060077675166963,0.0015228061692089733,203
longterm_country_quantile_regression,0.25,all_age,All ages,household_disadvantage,Household disadvantage,-0.07286564584855763,-7.027426585300334,-31.78203574897278,26.710016961867346,0.6430346331780821,203
longterm_country_quantile_regression,0.25,all_age,All ages,ambient_pollution,Ambient pollution,-0.03311920439986645,-3.25767683903736,-10.370981911017928,4.420167598942171,0.39344675239194554,203
longterm_country_quantile_regression,0.25,all_age,All ages,thermal_context,Thermal context,0.18202300234836,19.96417881408188,11.06077642742298,29.58133970854813,5.987072613911219e-06,203
longterm_country_quantile_regression,0.25,all_age,All ages,wetness_context,Wetness context,-0.11601042390348731,-10.953405888193457,-18.58123502464227,-2.6109530731311392,0.011388036188001159,203
longterm_country_quantile_regression,0.5,all_age,All ages,household_disadvantage,Household disadvantage,0.004505030057634811,0.4515192961209058,-24.770054238236582,34.12887151153019,0.9755156658804196,203
longterm_country_quantile_regression,0.5,all_age,All ages,ambient_pollution,Ambient pollution,-0.05953985954680148,-5.780202274162494,-12.02045819981661,0.902665572636896,0.08819324641523153,203
longterm_country_quantile_regression,0.5,all_age,All ages,thermal_context,Thermal context,0.18266485658719317,20.041203047282764,11.669910510867032,29.040046357310235,1.3773107134869388e-06,203
longterm_country_quantile_regression,0.5,all_age,All ages,wetness_context,Wetness context,-0.0954685350135817,-9.105303879248405,-16.0260986480004,-1.614124747497614,0.0184013504639308,203
longterm_country_quantile_regression,0.75,all_age,All ages,household_disadvantage,Household disadvantage,-0.04885624693351533,-4.7681981505395825,-32.29277928418364,33.94577399004592,0.7778817921776656,203
longterm_country_quantile_regression,0.75,all_age,All ages,ambient_pollution,Ambient pollution,-0.056832869703570724,-5.524804715346921,-12.158693770504492,1.6100842211325572,0.12529297238907056,203
longterm_country_quantile_regression,0.75,all_age,All ages,thermal_context,Thermal context,0.1657175210981665,18.02396618270521,9.041943679235477,27.745857451630563,5.4072439615635995e-05,203
longterm_country_quantile_regression,0.75,all_age,All ages,wetness_context,Wetness context,-0.06266235667461542,-6.073944478684446,-14.431574652900325,3.099991264386115,0.18634547111158783,203
longterm_country_quantile_regression,0.9,all_age,All ages,household_disadvantage,Household disadvantage,-0.045378105682679,-4.436391791945238,-27.863432517703558,26.598804635164285,0.75064840441239,203
longterm_country_quantile_regression,0.9,all_age,All ages,ambient_pollution,Ambient pollution,-0.056304688513577755,-5.474891513829949,-12.343664014181233,1.9321197245540933,0.14264886148979944,203
longterm_country_quantile_regression,0.9,all_age,All ages,thermal_context,Thermal context,0.13683314819391248,14.66368141352332,5.667238082977111,24.426076367941583,0.0011394624706755165,203
longterm_country_quantile_regression,0.9,all_age,All ages,wetness_context,Wetness context,-0.0928852615845961,-8.870194480739224,-17.236194604137445,0.34146465664384174,0.058593735447681206,203
longterm_country_quantile_regression,0.25,age5_69,5-69 years,household_disadvantage,Household disadvantage,0.16811952464355429,18.307800917468175,-30.050309414027865,100.09717899644608,0.5288109009126765,203
longterm_country_quantile_regression,0.25,age5_69,5-69 years,ambient_pollution,Ambient pollution,-0.2201923377409272,-19.763554184701228,-28.57450318720327,-9.865698884184004,0.0002481914473509625,203
longterm_country_quantile_regression,0.25,age5_69,5-69 years,thermal_context,Thermal context,0.20867906628089525,23.20495288364588,9.313076157148625,38.862256453559006,0.0007114597782726369,203
longterm_country_quantile_regression,0.25,age5_69,5-69 years,wetness_context,Wetness context,-0.1643161900381518,-15.15262994695682,-25.754233220115232,-3.0372165693832165,0.016094094789655712,203
longterm_country_quantile_regression,0.5,age5_69,5-69 years,household_disadvantage,Household disadvantage,-0.04180632213633274,-4.09444895915807,-39.77036886180478,52.71344928783088,0.8595025861730955,203
longterm_country_quantile_regression,0.5,age5_69,5-69 years,ambient_pollution,Ambient pollution,-0.07680890006179797,-7.393319199224946,-17.06112531476941,3.401418954431712,0.17104385952699586,203
longterm_country_quantile_regression,0.5,age5_69,5-69 years,thermal_context,Thermal context,0.18689846457019502,20.550487737981538,7.313952927735468,35.41967001859747,0.0017761516651929206,203
longterm_country_quantile_regression,0.5,age5_69,5-69 years,wetness_context,Wetness context,-0.08469438816196613,-8.12069644728014,-19.113155645304346,4.365629400929594,0.1914436109785492,203
longterm_country_quantile_regression,0.75,age5_69,5-69 years,household_disadvantage,Household disadvantage,0.08154010326094419,8.495672701429546,-28.443311919350634,64.5032953686822,0.6996392394636876,203
longterm_country_quantile_regression,0.75,age5_69,5-69 years,ambient_pollution,Ambient pollution,-0.024793213167849625,-2.4488385870643614,-12.049898274360803,8.200319343558583,0.6374835025374981,203
longterm_country_quantile_regression,0.75,age5_69,5-69 years,thermal_context,Thermal context,0.11172366836378185,11.82038228565574,0.24651794684997785,24.73049588754417,0.04510427367175219,203
longterm_country_quantile_regression,0.75,age5_69,5-69 years,wetness_context,Wetness context,-0.06275031372598949,-6.08220557425917,-17.261621176919164,6.607746432362038,0.3300234568097077,203
longterm_country_quantile_regression,0.9,age5_69,5-69 years,household_disadvantage,Household disadvantage,-0.0499007308372403,-4.867614306368651,-31.355299995014143,31.840780236558587,0.7632851595612791,203
longterm_country_quantile_regression,0.9,age5_69,5-69 years,ambient_pollution,Ambient pollution,-0.0556262803929568,-5.410743155707099,-16.07389156897021,6.607200996437634,0.36014947046150253,203
longterm_country_quantile_regression,0.9,age5_69,5-69 years,thermal_context,Thermal context,0.0865973806384723,9.045755200018956,-2.612326668582843,22.09940252578604,0.1325337001590047,203
longterm_country_quantile_regression,0.9,age5_69,5-69 years,wetness_context,Wetness context,-0.05088009202222249,-4.960737664207448,-18.641860011850962,11.020991712043827,0.5192844090020166,203
longterm_country_quantile_regression,0.25,age70p,70+ years,household_disadvantage,Household disadvantage,-0.7398052640187067,-52.279316418526925,-68.90185702861343,-26.771716125352373,0.0007974524513719005,203
longterm_country_quantile_regression,0.25,age70p,70+ years,ambient_pollution,Ambient pollution,-0.02042278987883757,-2.02156571780292,-11.490786242028717,8.460726028381881,0.6923266584143536,203
longterm_country_quantile_regression,0.25,age70p,70+ years,thermal_context,Thermal context,0.306734233447138,35.89797487108704,23.40124781615851,49.66023359485283,2.2764293845922734e-09,203
longterm_country_quantile_regression,0.25,age70p,70+ years,wetness_context,Wetness context,-0.013320828800136797,-1.3232499202980086,-12.064321499100139,10.729810382850747,0.8199088244458166,203
longterm_country_quantile_regression,0.5,age70p,70+ years,household_disadvantage,Household disadvantage,-0.4507044293505116,-36.28208541979354,-58.04840278277925,-3.222453785766566,0.034697173933748694,203
longterm_country_quantile_regression,0.5,age70p,70+ years,ambient_pollution,Ambient pollution,-0.02772501007987117,-2.734419943032218,-11.907571329039124,7.393940734171567,0.5815781782963173,203
longterm_country_quantile_regression,0.5,age70p,70+ years,thermal_context,Thermal context,0.3930593776349258,48.15063550611312,33.45083878370474,64.46963541712304,3.6072128832616424e-12,203
longterm_country_quantile_regression,0.5,age70p,70+ years,wetness_context,Wetness context,-0.10722226549545491,-10.167401607076442,-19.88478408456993,0.728627412586702,0.06624152473943727,203
longterm_country_quantile_regression,0.75,age70p,70+ years,household_disadvantage,Household disadvantage,-0.15632454756878283,-14.471843423053466,-44.53641610141903,31.889521975838964,0.47741553775037315,203
longterm_country_quantile_regression,0.75,age70p,70+ years,ambient_pollution,Ambient pollution,-0.07904177064957454,-7.59986724966748,-16.397101030472825,2.1230679499648852,0.12083161855790342,203
longterm_country_quantile_regression,0.75,age70p,70+ years,thermal_context,Thermal context,0.477399554719499,61.18773486100131,44.53461455813608,79.75960948212817,2.146611842523917e-15,203
longterm_country_quantile_regression,0.75,age70p,70+ years,wetness_context,Wetness context,-0.15844279147617582,-14.652821174453546,-24.160241481819256,-3.953532081281508,0.008816110222021858,203
longterm_country_quantile_regression,0.9,age70p,70+ years,household_disadvantage,Household disadvantage,-0.09767721735429531,-9.305839847786146,-37.690871252695665,32.01004172396282,0.6083990480648157,203
longterm_country_quantile_regression,0.9,age70p,70+ years,ambient_pollution,Ambient pollution,-0.006070218405090393,-0.6051831851624501,-12.72299096723193,13.195098218202306,0.9267263963423666,203
longterm_country_quantile_regression,0.9,age70p,70+ years,thermal_context,Thermal context,0.2686076342760494,30.814177034576783,13.383178217846181,50.92493597555689,0.0002760957741653908,203
longterm_country_quantile_regression,0.9,age70p,70+ years,wetness_context,Wetness context,-0.13176003000893705,-12.344868414554144,-24.336879470406025,1.5477823209343544,0.07890771051478765,203
